0.050,19.000,0.000,0.000,0.000
0.250,26.000,0.000,0.000,0.000
0.450,39.000,0.000,0.000,0.000
0.650,29.000,0.000,0.000,0.000
0.850,32.000,0.000,0.000,0.000
1.050,31.000,0.000,0.000,0.000
1.250,32.000,0.000,0.000,0.000
1.450,31.000,0.000,0.000,0.000
1.650,22.000,0.000,0.000,0.000
1.850,30.000,0.000,0.000,0.000
2.050,24.000,0.000,0.000,0.000
2.250,33.000,0.000,0.000,0.000
2.450,31.000,0.000,0.000,0.000
2.650,35.000,0.000,0.000,0.000
2.850,38.000,0.000,0.000,0.000
3.050,15.000,0.000,0.000,0.000
3.250,28.000,0.000,0.000,0.000
3.450,22.000,0.000,0.000,0.000
3.650,29.000,0.000,0.000,0.000
3.850,33.000,0.000,0.000,0.000
4.050,38.000,0.000,0.000,0.000
4.250,23.000,0.000,0.000,0.000
4.450,34.000,0.000,0.000,0.000
4.650,28.000,0.000,0.000,0.000
4.850,31.000,0.000,0.000,0.000
5.050,31.000,0.000,0.000,0.000
5.250,22.000,0.000,0.000,0.000
5.450,29.000,0.000,0.000,0.000
5.650,24.000,0.000,0.000,0.000
5.850,30.000,0.000,0.000,0.000
6.050,31.000,0.000,0.000,0.000
6.250,27.000,0.000,0.000,0.000
6.450,37.000,0.000,0.000,0.000
6.650,30.000,0.000,0.000,0.000
6.850,33.000,0.000,0.000,0.000
7.050,31.000,0.000,0.000,0.000
7.250,24.000,0.000,0.000,0.000
7.450,31.000,0.000,0.000,0.000
7.650,29.000,0.000,0.000,0.000
7.850,36.000,0.000,0.000,0.000
8.050,36.000,0.000,0.000,0.000
8.250,32.000,0.000,0.000,0.000
8.450,27.000,0.000,0.000,0.000
8.650,31.000,0.000,0.000,0.000
8.850,36.000,0.000,0.000,0.000
9.050,38.000,0.000,0.000,0.000
9.250,32.000,0.000,0.000,0.000
9.450,34.000,0.000,0.000,0.000
9.650,26.000,0.000,0.000,0.000
9.850,26.000,0.000,0.000,0.000
10.050,25.000,0.000,0.000,0.000
10.250,28.000,0.000,0.000,0.000
10.450,36.000,0.000,0.000,0.000
10.650,31.000,0.000,0.000,0.000
10.850,32.000,0.000,0.000,0.000
11.050,26.000,0.000,0.000,0.000
11.250,29.000,0.000,0.000,0.000
11.450,27.000,0.000,0.000,0.000
11.650,33.000,0.000,0.000,0.000
11.850,34.000,0.000,0.000,0.000
12.050,33.000,0.000,0.000,0.000
12.250,33.000,0.000,0.000,0.000
12.450,33.000,0.000,0.000,0.000
12.650,35.000,0.000,0.000,0.000
12.850,30.000,0.000,0.000,0.000
13.050,40.000,0.000,0.000,0.000
13.250,27.000,0.000,0.000,0.000
13.450,31.000,0.000,0.000,0.000
13.650,23.000,0.000,0.000,0.000
13.850,30.000,0.000,0.000,0.000
14.050,29.000,0.000,0.000,0.000
14.250,20.000,0.000,0.000,0.000
14.450,30.000,0.000,0.000,0.000
